disease,date,count
drainage-questions,2013-11,4
drinking-questions,2013-11,34
drowsiness-questions,2013-11,2
drug-questions,2013-11,21
drug-test-questions,2013-11,8
ear-infection-questions,2013-11,4
ears-questions,2013-11,15
egg-whites-questions,2013-11,2
ejaculation-questions,2013-11,17
elbow-questions,2013-11,4
electrocardiogram-questions,2013-11,2
emergency-room-questions,2013-11,6
endometriosis-questions,2013-11,2
epidural-questions,2013-11,2
erection-questions,2013-11,2
exercise-questions,2013-11,22
exercise-stress-test-questions,2013-11,6
exposure-questions,2013-11,2
eyes-questions,2013-11,22
family-questions,2013-11,4
fear-questions,2013-11,19
feeding-questions,2013-11,7
fertility-questions,2013-11,10
fetus-questions,2013-11,2
fever-questions,2013-11,14
fibromyalgia-questions,2013-11,2
finger-questions,2013-11,15
fistula-questions,2013-11,2
flax-questions,2013-11,2
flu-questions,2013-11,19
food-poisoning-questions,2013-11,2
food-questions,2013-11,23
foot-questions,2013-11,26
foreskin-questions,2013-11,8
fracture-questions,2013-11,6
frostbite-questions,2013-11,2
fruit-questions,2013-11,2
gallstone-questions,2013-11,2
gastric-bypass-surgery-questions,2013-11,2
gastroparesis-questions,2013-11,2
genital-herpes-questions,2013-11,12
genitalia-questions,2013-11,2
gestational-diabetes-questions,2013-11,3
ginger-questions,2013-11,2
glaucoma-questions,2013-11,2
grapefruit-questions,2013-11,2
grief-questions,2013-11,4
hair-questions,2013-11,12
hallucination-questions,2013-11,2
hand-questions,2013-11,26
headache-questions,2013-11,28
head-questions,2013-11,28
healing-questions,2013-11,19
health-insurance,2013-11,4
healthy-eating-questions,2013-11,6
hearing-loss-questions,2013-11,2
heart-attack-questions,2013-11,2
heart-disease-questions,2013-11,4
heart-questions,2013-11,22
heat-rash-questions,2013-11,2
height-questions,2013-11,4
hematoma-questions,2013-11,2
hemorrhoid-questions,2013-11,2
hepatitis-c-questions,2013-11,2
hepatitis-questions,2013-11,2
herb-questions,2013-11,2
hernia-questions,2013-11,10
hernia-repair-questions,2013-11,4
herpes-questions,2013-11,11
hiccup-questions,2013-11,3
high-blood-pressure-questions,2013-11,2
hives-questions,2013-11,2
hiv-questions,2013-11,2
hormone-questions,2013-11,6
hot-flash-questions,2013-11,6
hunger-questions,2013-11,10
hydrocele-questions,2013-11,2
hydrocodone-questions,2013-11,4
hyperhidrosis-questions,2013-11,2
hyperventilation-questions,2013-11,2
hyponatremia-questions,2013-11,2
hysterectomy-questions,2013-11,8
ibuprofen-questions,2013-11,4
ice-cream-questions,2013-11,4
immune-system-questions,2013-11,4
immunization-questions,2013-11,2
indiana-questions,2013-11,2
infertility-questions,2013-11,2
inflammation-questions,2013-11,2
injection-questions,2013-11,16
injury-questions,2013-11,6
insomnia-questions,2013-11,5
insulin-questions,2013-11,10
insurance-questions,2013-11,44
interstitial-cystitis-questions,2013-11,2
iodine-questions,2013-11,2
iron-questions,2013-11,4
irregularity-questions,2013-11,6
irritable-bowel-syndrome-questions,2013-11,2
itch-questions,2013-11,16
juice-questions,2013-11,2
kidney-failure-questions,2013-11,2
kidney-infection-questions,2013-11,4
kidney-questions,2013-11,16
kidney-stone-questions,2013-11,6
knee-pain-questions,2013-11,2
knee-questions,2013-11,4
laboratory-test-questions,2013-11,2
labor-questions,2013-11,2
laparoscopy-questions,2013-11,4
large-intestine-questions,2013-11,2
leg-questions,2013-11,22
lemon-questions,2013-11,2
libido-questions,2013-11,2
ligament-questions,2013-11,2
lightheadedness-questions,2013-11,2
lip-questions,2013-11,5
liver-questions,2013-11,8
long-term-effect-questions,2013-11,2
lotion-questions,2013-11,4
low-blood-pressure-questions,2013-11,2
lump-questions,2013-11,14
lung-questions,2013-11,11
lymph-node-questions,2013-11,4
lymphoma-questions,2013-11,2
magnetic-resonance-imaging-questions,2013-11,4
mammogram-questions,2013-11,2
marijuana-questions,2013-11,6
massage-questions,2013-11,2
mastoiditis-questions,2013-11,2
masturbation-questions,2013-11,10
meal-questions,2013-11,4
meat-questions,2013-11,4
medicaid,2013-11,6
medicare-questions,2013-11,20
melanoma-questions,2013-11,2
memory-loss-questions,2013-11,2
meniscus-questions,2013-11,2
menopause-questions,2013-11,6
menstrual-questions,2013-11,2
migraine-questions,2013-11,4
milk-questions,2013-11,8
mineral-oil-questions,2013-11,2
mint-questions,2013-11,2
miscarriage-questions,2013-11,4
molar-questions,2013-11,2
mold-questions,2013-11,6
mood-swing-questions,2013-11,4
morning-after-pill-questions,2013-11,2
mouth-questions,2013-11,6
movement-questions,2013-11,27
mucus-questions,2013-11,2
muscle-questions,2013-11,20
muscular-dystrophy-questions,2013-11,2
myeloma-questions,2013-11,2
nail-questions,2013-11,6
nasal-spray-questions,2013-11,2
nausea-questions,2013-11,20
neck-questions,2013-11,8
nerve-questions,2013-11,2
nervousness-questions,2013-11,4
neural-tube-defect-questions,2013-11,2
neuritis-questions,2013-11,2
nicotine-questions,2013-11,2
nightmare-questions,2013-11,2
nipple-questions,2013-11,8
nose-questions,2013-11,12
nostril-questions,2013-11,2
numbness-questions,2013-11,2
obamacare,2013-11,2
obesity-questions,2013-11,2
obsessive-compulsive-disorder-questions,2013-11,2
oral-cancer-questions,2013-11,2
orange-questions,2013-11,2
orgasm-questions,2013-11,6
ovary-questions,2013-11,4
over-the-counter-questions,2013-11,7
ovulation-questions,2013-11,7
oxycodone-questions,2013-11,3
oxygen-questions,2013-11,2
pain-management-questions,2013-11,2
pain-questions,2013-11,142
palpitation-questions,2013-11,4
pancreas-questions,2013-11,2
pancreatic-cancer-questions,2013-11,2
panic-attack-questions,2013-11,8
paranoid-behavior-questions,2013-11,4
pasta-questions,2013-11,2
peanut-butter-questions,2013-11,2
pea-questions,2013-11,8
pelvic-area-questions,2013-11,4
pelvic-pain-questions,2013-11,4
penicillin-questions,2013-11,2
penis-questions,2013-11,48
pepper-questions,2013-11,2
perforated-eardrum-questions,2013-11,2
period-questions,2013-11,109
phobia-questions,2013-11,6
pie-questions,2013-11,2
pilonidal-cyst-questions,2013-11,4
pneumonia-questions,2013-11,2
poison-ivy-questions,2013-11,2
polio-questions,2013-11,2
potassium-questions,2013-11,2
pre-existing-condition,2013-11,2
pregnancy-questions,2013-11,95
pregnancy-test-questions,2013-11,10
pressure-questions,2013-11,12
prostate-cancer-questions,2013-11,3
prostate-questions,2013-11,3
protein-questions,2013-11,2
psoriasis-questions,2013-11,9
psychosis-questions,2013-11,3
puberty-questions,2013-11,2
pulse-questions,2013-11,4
pumpkin-questions,2013-11,2
rash-questions,2013-11,8
reaction-questions,2013-11,3
rectum-questions,2013-11,4
reflex-questions,2013-11,2
rheumatic-fever-questions,2013-11,2
ringworm-questions,2013-11,6
running-questions,2013-11,29
runny-nose-questions,2013-11,4
sadness-questions,2013-11,2
salad-questions,2013-11,6
salivary-gland-questions,2013-11,2
salt-questions,2013-11,2
scalp-questions,2013-11,4
scar-questions,2013-11,8
schizophrenia-questions,2013-11,3
scoliosis-questions,2013-11,2
screening-questions,2013-11,2
scrotum-questions,2013-11,2
seeds-questions,2013-11,4
seizure-questions,2013-11,4
sexual-intercourse-questions,2013-11,23
sexually-transmitted-disease-questions,2013-11,13
shaving-questions,2013-11,2
shingles-questions,2013-11,12
short-stature-questions,2013-11,6
shoulder-questions,2013-11,8
sinus-infection-questions,2013-11,6
skin-questions,2013-11,34
sleepiness-questions,2013-11,4
smell-questions,2013-11,14
smoking-questions,2013-11,16
soda-questions,2013-11,4
sodium-chloride-questions,2013-11,2
sodium-questions,2013-11,2
sore-throat-questions,2013-11,6
soy-questions,2013-11,2
specific-phobias-questions,2013-11,2
sperm-questions,2013-11,6
spider-vein-questions,2013-11,2
spinal-fusion-questions,2013-11,2
splint-questions,2013-11,4
spotting-questions,2013-11,11
sprain-questions,2013-11,4
staph-infection-questions,2013-11,6
std-test-questions,2013-11,2
stem-cell-questions,2013-11,2
stent-questions,2013-11,2
steroid-questions,2013-11,4
sting-questions,2013-11,2
stitches-questions,2013-11,4
stomach-questions,2013-11,38
strawberry-questions,2013-11,2
strep-throat-questions,2013-11,4
stress-questions,2013-11,11
supplement-questions,2013-11,6
surgery-questions,2013-11,24
swallow-questions,2013-11,4
sweating-questions,2013-11,7
swelling-questions,2013-11,35
syphilis-questions,2013-11,2
tampon-questions,2013-11,8
taste-questions,2013-11,4
tattoo-questions,2013-11,8
tenderness-questions,2013-11,15
testicle-questions,2013-11,10
testosterone-questions,2013-11,8
thigh-questions,2013-11,6
third-trimester-questions,2013-11,3
thirst-questions,2013-11,4
throat-questions,2013-11,14
thrush-questions,2013-11,2
thumb-questions,2013-11,6
thyroidectomy-questions,2013-11,2
thyroid-questions,2013-11,6
tick-questions,2013-11,2
tightness-questions,2013-11,3
tobacco-questions,2013-11,2
toddler-questions,2013-11,4
toe-questions,2013-11,10
tongue-questions,2013-11,6
tonsil-questions,2013-11,2
toothache-questions,2013-11,3
tooth-questions,2013-11,5
transplant-questions,2013-11,4
travel-questions,2013-11,6
treadmill-questions,2013-11,2
trichomoniasis-questions,2013-11,4
tubal-reversal-questions,2013-11,2
tuberculosis-questions,2013-11,3
tumor-questions,2013-11,4
turkey-questions,2013-11,2
type-1-diabetes-questions,2013-11,2
type-2-diabetes-questions,2013-11,2
ulcer-questions,2013-11,5
ultrasound-questions,2013-11,4
urethra-questions,2013-11,2
uric-acid-questions,2013-11,2
urinalysis-questions,2013-11,6
urinary-tract-infection-questions,2013-11,2
urinary-tract-questions,2013-11,2
urination-questions,2013-11,22
uterus-questions,2013-11,2
vaccination-questions,2013-11,2
vaccines-questions,2013-11,2
vaginal-discharge-questions,2013-11,2
vaginal-hysterectomy-questions,2013-11,4
vaginal-yeast-infection-questions,2013-11,2
vagina-questions,2013-11,36
vascular-ring-questions,2013-11,2
vasectomy-questions,2013-11,6
vegetable-questions,2013-11,2
vein-questions,2013-11,8
vinegar-questions,2013-11,2
virus-questions,2013-11,12
vision-questions,2013-11,61
vitamin-d-questions,2013-11,2
vitamin-questions,2013-11,8
vomit-questions,2013-11,15
waist-questions,2013-11,4
walking-questions,2013-11,23
wart-questions,2013-11,6
watermelon-questions,2013-11,2
watery-eyes-questions,2013-11,2
weakness-questions,2013-11,4
weight-gain-questions,2013-11,2
weight-loss-questions,2013-11,4
weight-questions,2013-11,27
welt-questions,2013-11,2
workout-questions,2013-11,8
worm-questions,2013-11,2
wound-questions,2013-11,10
wrist-pain-questions,2013-11,2
wrist-questions,2013-11,10
x-ray-questions,2013-11,2
yeast-infection-questions,2013-11,22
yoga-questions,2013-11,2
yogurt-questions,2013-11,4
zinc-questions,2013-11,2
abdominal-pain-questions,2013-12,4
abortion-questions,2013-12,4
abscess-questions,2013-12,2
acetaminophen-questions,2013-12,4
acne-questions,2013-12,12
affordable-care-act,2013-12,5
aging-questions,2013-12,2
aids-questions,2013-12,2
alcoholic-beverage-questions,2013-12,2
allergy-questions,2013-12,8
ammonia-questions,2013-12,6
amoxicillin-questions,2013-12,2
anal-fissure-questions,2013-12,2
anaphylaxis-questions,2013-12,2
anemia-questions,2013-12,2
ankle-pain-questions,2013-12,2
ankle-questions,2013-12,5
antibiotic-questions,2013-12,23
antidepressant-questions,2013-12,2
anus-questions,2013-12,25
anxiety-questions,2013-12,8
appendix-questions,2013-12,2
arm-questions,2013-12,32
arthritis-questions,2013-12,4
aspirin-questions,2013-12,4
asthma-questions,2013-12,10
athletes-foot-questions,2013-12,2
baby-questions,2013-12,44
back-pain-questions,2013-12,8
bacterial-vaginosis-questions,2013-12,2
bacterium-questions,2013-12,21
baldness-questions,2013-12,2
bedbug-questions,2013-12,3
bee-sting-questions,2013-12,2
belly-button-questions,2013-12,4
benign-prostatic-hyperplasia-questions,2013-12,2
benign-questions,2013-12,2
big-toe-questions,2013-12,2
bipolar-disorder-questions,2013-12,4
birth-control-pill-questions,2013-12,12
birth-control-questions,2013-12,22
birth-questions,2013-12,8
bladder-questions,2013-12,16
blister-questions,2013-12,12
bloating-questions,2013-12,8
blood-clot-questions,2013-12,7
blood-donation-questions,2013-12,2
blood-pressure-questions,2013-12,11
blood-sugar-questions,2013-12,6
blood-test-questions,2013-12,2
blood-thinner-questions,2013-12,2
boil-questions,2013-12,6
bone-marrow-questions,2013-12,2
bowel-movement-questions,2013-12,8
brain-questions,2013-12,4
breast-augmentation-questions,2013-12,2
breast-biopsy-questions,2013-12,2
breastfeed-questions,2013-12,2
breast-pump-questions,2013-12,2
breast-questions,2013-12,36
broken-bone-questions,2013-12,2
bronchiolitis-questions,2013-12,2
bronchitis-questions,2013-12,18
bruise-questions,2013-12,10
burn-questions,2013-12,16
bursitis-questions,2013-12,2
buttocks-questions,2013-12,4
calcium-questions,2013-12,4
calorie-questions,2013-12,4
cancer-questions,2013-12,14
carrot-questions,2013-12,2
cartilage-questions,2013-12,4
cataract-questions,2013-12,4
cataract-surgery-questions,2013-12,2
cat-scan-questions,2013-12,4
cats-questions,2013-12,10
cavity-questions,2013-12,5
cereal-questions,2013-12,4
cervical-cancer-questions,2013-12,4
cervix-questions,2013-12,2
chancroid-questions,2013-12,2
chemotherapy-questions,2013-12,2
chest-questions,2013-12,12
chickenpox-questions,2013-12,2
chlamydia-questions,2013-12,12
cholesterol-questions,2013-12,8
chronic-obstructive-pulmonary-disease-questions,2013-12,3
circulation-questions,2013-12,3
circumcision-questions,2013-12,2
clitoris-questions,2013-12,6
coldness-questions,2013-12,39
cold-questions,2013-12,6
cold-sore-questions,2013-12,6
colitis-questions,2013-12,2
collarbone-questions,2013-12,2
colon-cancer-questions,2013-12,4
colonoscopy-questions,2013-12,8
colon-questions,2013-12,6
colostomy-questions,2013-12,2
conception-questions,2013-12,2
condom-questions,2013-12,20
confusion-questions,2013-12,6
consciousness-questions,2013-12,3
consumption-questions,2013-12,4
cooking-questions,2013-12,2
corpulence-questions,2013-12,5
cortisone-questions,2013-12,2
cough-questions,2013-12,35
cramps-questions,2013-12,10
cubital-tunnel-syndrome-questions,2013-12,2
cuts-questions,2013-12,4
cyst-questions,2013-12,12
degenerative-disc-disease-questions,2013-12,6
dehydration-questions,2013-12,4
dental-questions,2013-12,2
depression-questions,2013-12,8
dermabrasion-questions,2013-12,2
diabetes-questions,2013-12,23
diarrhea-questions,2013-12,12
diet-questions,2013-12,17
disorientation-questions,2013-12,2
dizziness-questions,2013-12,6
dog-questions,2013-12,12
dourine-questions,2013-12,2
drainage-questions,2013-12,12
drinking-questions,2013-12,60
drowsiness-questions,2013-12,2
drug-questions,2013-12,8
drug-test-questions,2013-12,4
dry-mouth-questions,2013-12,2
dry-skin-questions,2013-12,4
ear-infection-questions,2013-12,4
ears-questions,2013-12,28
egg-whites-questions,2013-12,2
ejaculation-questions,2013-12,15
elbow-questions,2013-12,6
electrocution-questions,2013-12,2
emergency-room-questions,2013-12,2
endoscopy-questions,2013-12,2
enema-questions,2013-12,2
epilepsy-questions,2013-12,3
erectile-dysfunction-questions,2013-12,6
erection-questions,2013-12,18
estrogen-questions,2013-12,5
exercise-questions,2013-12,20
exposure-questions,2013-12,3
eyebrow-questions,2013-12,2
eyes-questions,2013-12,20
family-questions,2013-12,12
fasciitis-questions,2013-12,2
fatigue-questions,2013-12,2
fear-questions,2013-12,14
feeding-questions,2013-12,6
fever-questions,2013-12,22
fibromyalgia-questions,2013-12,3
finger-questions,2013-12,18
fish-questions,2013-12,6
fistula-questions,2013-12,2
flat-feet-questions,2013-12,2
flu-questions,2013-12,24
food-allergy-questions,2013-12,2
food-poisoning-questions,2013-12,3
food-questions,2013-12,31
foot-questions,2013-12,33
forehead-questions,2013-12,9
foreskin-questions,2013-12,6
fruit-questions,2013-12,3
gallstone-questions,2013-12,6
gastroenteritis-questions,2013-12,2
genital-herpes-questions,2013-12,2
ginger-questions,2013-12,2
gonorrhea-questions,2013-12,2
graft-questions,2013-12,4
grapefruit-questions,2013-12,5
grief-questions,2013-12,8
hair-questions,2013-12,22
hallucination-questions,2013-12,2
hand-questions,2013-12,35
headache-questions,2013-12,22
head-lice-questions,2013-12,2
head-questions,2013-12,18
healing-questions,2013-12,23
health-insurance,2013-12,6
healthy-eating-questions,2013-12,4
heart-attack-questions,2013-12,6
heartburn-questions,2013-12,2
heart-questions,2013-12,14
heel-questions,2013-12,2
heel-spur-questions,2013-12,2
height-questions,2013-12,9
hemmorhoid-questions,2013-12,2
hemoglobin-questions,2013-12,2
hemorrhoid-questions,2013-12,2
henoch-schonlein-purpura-questions,2013-12,2
hernia-questions,2013-12,4
herpes-questions,2013-12,6
high-blood-pressure-questions,2013-12,10
high-cholesterol-questions,2013-12,2
hip-replacement,2013-12,2
hives-questions,2013-12,4
hormone-questions,2013-12,14
human-papillomavirus-questions,2013-12,2
hunger-questions,2013-12,4
hydrocodone-questions,2013-12,2
hyperactivity-questions,2013-12,4
hysterectomy-questions,2013-12,10
ibuprofen-questions,2013-12,8
ice-cream-questions,2013-12,2
icing-questions,2013-12,4
immune-system-questions,2013-12,5
impetigo-questions,2013-12,2
incontinence-questions,2013-12,4
index-finger-questions,2013-12,2
